排名, 显示卡, 类型, 性能, 架构, 出厂年份, 现在的价格, TDP
'990', 'Radeon HD 7500G + HD 7550M Dual Graphics', '用于笔记本电脑', '1.18', 'Terascale 3', '2012', '105 USD', '−'
'991', 'GeForce GT 525M', '用于笔记本电脑', '1.18', 'Fermi', '2011', '310 USD', '25 W'
'992', 'Quadro FX 3700M', '用于移动工作站', '1.17', 'G9x', '2008', '163 USD', '75 W'
'993', 'GeForce 705M', '用于笔记本电脑', '1.17', 'Fermi', '2013', '163 USD', '15 W'
'994', 'GeForce 9800M GTX', '用于笔记本电脑', '1.17', 'G9x', '2008', '103 USD', '75 W'
'995', 'HD Graphics 4000', '用于笔记本电脑', '1.17', 'Gen. 7 Ivy Bridge', '2011', '91 USD', '45 W'
'996', 'UHD Graphics 605', '用于笔记本电脑', '1.16', 'Gen. 9 Apollo Lake', '2017', '458 USD', '5 W'
'997', 'GeForce GT 710M', '桌面', '1.14', 'Fermi 2.0', '2013', '23 USD', '15 W'
'998', 'HD Graphics 5300', '用于笔记本电脑', '1.14', 'Gen. 8 Broadwell', '2014', '623 USD', '15 W'
'999', 'Quadro 410', '用于工作站', '1.14', 'Kepler', '2012', '41 USD', '38 W'
'1000', 'GeForce 9800M GS', '用于笔记本电脑', '1.14', 'G9x', '2008', '180 USD', '60 W'
'1001', 'Radeon HD 7650M', '用于笔记本电脑', '1.13', 'Terascale 2', '2012', '338 USD', '20 W'
'1002', 'GeForce GT 625 OEM', '桌面', '1.13', 'Fermi 2.0', '2013', '100 USD', '29 W'
'1003', 'GeForce GT 620M', '用于笔记本电脑', '1.13', 'Fermi', '2012', '300 USD', '15 W'
'1004', 'Radeon R5 M320', '用于笔记本电脑', '1.13', 'GCN 2.0', '2015', '−', '−'
'1005', 'Radeon R4 (Stoney Ridge)', '用于笔记本电脑', '1.12', 'GCN 1.2/2.0', '2016', '−', '15 W'
'1006', 'HD Graphics 400', '桌面', '1.12', 'Generation 8.0', '2015', '710 USD', '6 W'
'1007', 'Radeon HD 8570D', '桌面', '1.12', 'Terascale 3', '2012', '79 USD', '65 W'
'1008', 'Radeon HD 8410G', '用于笔记本电脑', '1.12', 'TeraScale 3', '2013', '338 USD', '35 W'
'1009', 'Caicos', '桌面', '1.11', 'TeraScale 2', '−', '18 USD', '−'
'1010', 'Radeon HD 3850 AGP', '桌面', '1.11', 'TeraScale', '2008', '−', '75 W'
'1011', 'Radeon HD 7570M', '用于笔记本电脑', '1.11', 'Terascale 2', '2012', '712 USD', '13 W'
'1012', 'Quadro FX 4600', '用于工作站', '1.11', 'Tesla', '2007', '179 USD', '134 W'
'1013', 'Radeon HD 8610G', '用于笔记本电脑', '1.10', 'Terascale 3', '2013', '338 USD', '−'
'1014', 'Radeon R5 (Beema/Carrizo-L)', '用于笔记本电脑', '1.10', 'GCN 1.1', '2014', '−', '−'
'1015', 'Radeon R5 M240', '用于笔记本电脑', '1.09', 'GCN', '2014', '−', '−'
'1016', 'FirePro M2000', '用于移动工作站', '1.09', 'Terascale 2', '2012', '387 USD', '33 W'
'1017', 'Mobility Radeon HD 5165', '用于笔记本电脑', '1.09', 'Terascale 1', '2010', '−', '35 W'
'1018', 'Quadro FX 2800M', '用于移动工作站', '1.08', 'G9x', '2009', '140 USD', '75 W'
'1019', 'Radeon HD 8570M', '用于笔记本电脑', '1.08', 'GCN', '2012', '338 USD', '−'
'1020', 'GeForce GT 420M', '用于笔记本电脑', '1.07', 'Fermi', '2010', '310 USD', '23 W'
'1021', 'UHD Graphics (Elkhart Lake 16 EU)', '桌面', '1.07', '2021', '−', '4.8 W', '_'
'1022', 'GeForce GT 640M Mac Edition', '桌面', '1.06', 'Kepler', '2013', '50 USD', '32 W'
'1023', 'Radeon R5 M230', '用于笔记本电脑', '1.06', 'GCN', '2014', '−', '−'
'1024', 'GeForce 810M', '桌面', '1.05', 'Fermi 2.0', '2014', '163 USD', '15 W'
'1025', 'Radeon HD 8550G', '用于笔记本电脑', '1.05', 'Terascale 3', '2013', '338 USD', '35 W'
'1026', 'Radeon HD 7470M', '用于笔记本电脑', '1.05', 'Terascale 2', '2011', '700 USD', '7 W'
'1027', 'GeForce GTS 350M', '用于笔记本电脑', '1.05', 'GT2xx', '2010', '230 USD', '28 W'
'1028', 'Radeon E4690', '桌面', '1.04', 'TeraScale', '2009', '−', '30 W'
'1029', 'Radeon R2 (Stoney Ridge)', '用于笔记本电脑', '1.04', 'GCN 1.2/2.0', '2016', '−', '15 W'
'1030', 'GeForce 9800M GTS', '用于笔记本电脑', '1.03', 'G9x', '2008', '230 USD', '75 W'
'1031', 'Radeon HD 6550D', '桌面', '1.03', 'Terascale 2', '2011', '49 USD', '65 W'
'1032', 'Mobility Radeon HD 4650', '用于笔记本电脑', '1.03', 'Terascale 1', '2009', '−', '35 W'
'1033', 'Quadro FX 1800', '用于工作站', '1.03', 'Tesla', '2009', '132 USD', '59 W'
'1034', 'Radeon R4 (Beema)', '用于笔记本电脑', '1.03', 'GCN 1.1', '2014', '−', '−'
'1035', 'Radeon HD 3850', '桌面', '1.03', 'TeraScale', '2007', '30 USD', '75 W'
'1036', 'GeForce GT 335M', '用于笔记本电脑', '1.00', 'GT200', '2010', '310 USD', '28 W'
'1037', 'GeForce 7900 GTX', '桌面', '0.99', 'Curie', '2006', '228 USD', '84 W'
'1038', 'Radeon HD 6450 GDDR5', '桌面', '0.99', 'Terascale 2', '2011', '129 USD', '27 W'
'1039', 'GeForce 8800M GTS', '用于笔记本电脑', '0.98', 'G9x', '2007', '110 USD', '50 W'
'1040', 'GeForce 9800M GT', '用于笔记本电脑', '0.98', 'G9x', '2008', '61 USD', '65 W'
'1041', 'Radeon HD 4670', '桌面', '0.98', 'TeraScale', '2008', '181 USD', '59 W'
'1042', 'Quadro FX 3700', '用于工作站', '0.98', 'Tesla', '2008', '256 USD', '78 W'
'1043', 'GeForce GTX 260M', '用于笔记本电脑', '0.97', 'G9x', '2009', '109 USD', '75 W'
'1044', 'Radeon HD 6490M', '用于笔记本电脑', '0.97', 'Terascale 2', '2011', '248 USD', '−'
'1045', 'HD Graphics (Broadwell)', '用于笔记本电脑', '0.97', 'Gen. 8 Broadwell', '2015', '437 USD', '−'
'1046', 'Quadro FX 2700M', '用于移动工作站', '0.97', 'G9x', '2008', '296 USD', '65 W'
'1047', 'Radeon HD 5550', '桌面', '0.95', 'TeraScale 2', '2010', '129 USD', '39 W'
'1048', 'GeForce GT 620', '桌面', '0.94', 'Fermi', '2012', '125 USD', '49 W'
'1049', 'Quadro NVS 5100M', '用于移动工作站', '0.94', 'GT2xx', '2010', '105 USD', '35 W'
'1050', 'Radeon HD 8510G', '用于笔记本电脑', '0.94', 'TeraScale 3', '2013', '659 USD', '35 W'
'1051', 'Radeon HD 8450G', '用于笔记本电脑', '0.94', 'Terascale 3', '2013', '338 USD', '35 W'
'1052', 'HD Graphics 4200', '用于笔记本电脑', '0.93', 'Gen. 7.5 Haswell', '2013', '427 USD', '4 W'
'1053', 'Radeon HD 8470D', '桌面', '0.93', 'Terascale 3', '2013', '37 USD', '65 W'
'1054', 'Radeon HD 7620G', '用于笔记本电脑', '0.92', 'Terascale 3', '2012', '338 USD', '25 W'
'1055', 'Radeon HD 6620G', '用于笔记本电脑', '0.90', 'Terascale 2', '2011', '338 USD', '35 W'
'1056', 'NVS 315', '用于工作站', '0.89', 'Fermi 2.0', '2013', '213 USD', '19 W'
'1057', 'GeForce 7950 GT', '桌面', '0.88', 'Curie', '2006', '200 USD', '65 W'
'1058', 'Radeon HD 8310E', '桌面', '0.87', 'GCN 2.0', '2013', '−', '25 W'
'1059', 'HD Graphics 505', '用于笔记本电脑', '0.86', 'Gen. 9 Apollo Lake', '2016', '659 USD', '6 W'
'1060', 'Radeon R4 (Kaveri)', '用于笔记本电脑', '0.86', 'GCN 1.1', '2014', '−', '−'
'1061', 'UHD Graphics 600', '用于笔记本电脑', '0.86', 'Gen. 9 Gemini Lake', '2017', '274 USD', '5 W'
'1062', 'GeForce 8800 GS', '桌面', '0.85', 'Tesla', '2008', '145 USD', '105 W'
'1063', 'Radeon HD 7450M', '用于笔记本电脑', '0.85', 'Terascale 2', '2012', '338 USD', '7 W'
'1064', 'GeForce 9600 GSO 512', '桌面', '0.85', 'Tesla', '2008', '75 USD', '90 W'
'1065', 'Radeon R3 (Mullins/Beema)', '用于笔记本电脑', '0.84', 'GCN 1.1', '2014', '−', '−'
'1066', 'GeForce 9600 GSO', '桌面', '0.84', 'Tesla', '2008', '75 USD', '84 W'
'1067', 'Radeon E6460', '桌面', '0.83', 'TeraScale 2', '2011', '150 USD', '25 W'
'1068', 'GeForce GT 230', '桌面', '0.83', 'Tesla', '2009', '123 USD', '75 W'
'1069', 'HD Graphics (Haswell)', '用于笔记本电脑', '0.82', 'Gen. 7.5 Haswell', '2012', '273 USD', '−'
'1070', 'Radeon HD 7520G', '用于笔记本电脑', '0.81', 'Terascale 3', '2012', '90 USD', '35 W'
'1071', 'Radeon HD 7600G', '用于笔记本电脑', '0.79', 'Terascale 3', '2012', '338 USD', '19 W'
'1072', 'Radeon HD 7420G', '用于笔记本电脑', '0.79', 'Terascale 3', '2012', '338 USD', '35 W'
'1073', 'Quadro FX 3500M', '用于移动工作站', '0.79', 'G7x', '2007', '69 USD', '45 W'
'1074', 'GeForce GT 520', '桌面', '0.79', 'Fermi 2.0', '2011', '88 USD', '29 W'
'1075', 'Mobility Radeon HD 560v', '用于笔记本电脑', '0.78', 'Terascale 1', '2010', '56 USD', '15 W'
'1076', 'Radeon HD 8350G', '用于笔记本电脑', '0.78', 'Terascale 3', '2013', '338 USD', '35 W'
'1077', 'GeForce GT 610', '桌面', '0.78', 'Fermi 2.0', '2012', '98 USD', '29 W'
'1078', 'Cedar', '桌面', '0.78', 'TeraScale 2', '−', '14 USD', '−'
'1079', 'GeForce 8700M GT SLI', '用于笔记本电脑', '0.78', 'G8x', '2007', '545 USD', '58 W'
'1080', 'Mobility Radeon HD 550v', '用于笔记本电脑', '0.77', 'Terascale 1', '2010', '56 USD', '10 W'
'1081', 'Radeon HD 6520G', '用于笔记本电脑', '0.77', 'Terascale 2', '2011', '338 USD', '35 W'
'1082', 'GRID K120Q', '用于工作站', '0.75', 'Kepler', '2014', '−', '130 W'
'1083', 'Radeon HD 7500G', '用于笔记本电脑', '0.75', 'Terascale 3', '2012', '338 USD', '17 W'
'1084', 'GeForce 610M', '用于笔记本电脑', '0.75', 'Fermi', '2011', '55 USD', '12 W'
'1085', 'Radeon HD 2900 GT', '桌面', '0.75', 'TeraScale', '2007', '−', '150 W'
'1086', 'Quadro FX 3500', '用于工作站', '0.75', 'Curie', '2006', '920 USD', '80 W'
'1087', 'GeForce 7800 GTX', '桌面', '0.75', 'Curie', '2005', '176 USD', '86 W'
'1088', 'Radeon HD 7450A', '桌面', '0.74', 'TeraScale 2', '2012', '13 USD', '25 W'
'1089', 'HD Graphics 500', '用于笔记本电脑', '0.74', 'Gen. 9 Apollo Lake', '2016', '414 USD', '6 W'
'1090', 'Radeon HD 8280', '用于笔记本电脑', '0.74', 'GCN', '2013', '−', '15 W'
'1091', 'GeForce GT 415M', '用于笔记本电脑', '0.74', 'Fermi', '2010', '310 USD', '12 W'
'1092', 'GeForce GT 520M', '用于笔记本电脑', '0.73', 'Fermi', '2011', '237 USD', '17 W'
'1093', 'GeForce GT 520MX', '用于笔记本电脑', '0.72', 'Fermi', '2011', '3 USD', '20 W'
'1094', 'Radeon HD 2600 XT', '桌面', '0.72', 'TeraScale', '2007', '144 USD', '45 W'
'1095', 'Radeon HD 7480D', '桌面', '0.72', 'Terascale 3', '2012', '215 USD', '65 W'
'1096', 'GeForce 9700M GTS', '用于笔记本电脑', '0.71', 'G9x', '2008', '230 USD', '60 W'
'1097', 'Radeon HD 6370M', '用于笔记本电脑', '0.71', 'Terascale 2', '2010', '338 USD', '11 W'
'1098', 'HD Graphics 405', '用于笔记本电脑', '0.70', 'Gen. 8', '2016', '254 USD', '6 W'
'1099', 'GeForce Go 7900 GTX', '用于笔记本电脑', '0.69', 'G7x', '2006', '535 USD', '45 W'
'1100', 'GeForce 9650M GS', '用于笔记本电脑', '0.69', 'G8x', '2008', '180 USD', '29 W'
'1101', 'NVS 4200M', '用于移动工作站', '0.69', 'Fermi', '2011', '229 USD', '25 W'
'1102', 'Radeon HD 5470', '桌面', '0.69', 'TeraScale 2', '2012', '73 USD', '19 W'
'1103', 'Radeon HD 8400E', '桌面', '0.69', 'GCN 2.0', '2013', '293 USD', '25 W'
'1104', 'Radeon HD 7400G', '用于笔记本电脑', '0.69', 'Terascale 3', '2012', '338 USD', '17 W'
'1105', 'Radeon HD 8330E', '桌面', '0.68', 'GCN 2.0', '2013', '142 USD', '15 W'
'1106', 'Radeon R6 (Mullins)', '用于笔记本电脑', '0.68', 'GCN 1.1', '2014', '−', '−'
'1107', 'HD Graphics 2500', '用于笔记本电脑', '0.68', 'Gen. 7 Ivy Bridge', '2012', '521 USD', '−'
'1108', 'GeForce Go 7950 GTX', '用于笔记本电脑', '0.68', 'G7x', '2006', '−', '45 W'
'1109', 'Radeon R2 (Mullins/Beema/Carrizo-L)', '用于笔记本电脑', '0.67', 'GCN 1.1', '2014', '−', '−'
'1110', 'Radeon HD 8400', '用于笔记本电脑', '0.67', 'GCN', '2013', '78 USD', '25 W'
'1111', 'Radeon HD 6450A', '桌面', '0.67', 'TeraScale 2', '2011', '123 USD', '25 W'
'1112', 'Radeon HD 6480G', '用于笔记本电脑', '0.67', 'Terascale 2', '2011', '362 USD', '35 W'
'1113', 'GeForce 7900 GT', '桌面', '0.66', 'Curie', '2006', '241 USD', '48 W'
'1114', 'HD Graphics 3000', '用于笔记本电脑', '0.65', 'Gen. 6 Sandy Bridge', '2011', '476 USD', '−'
'1115', 'Mobility Radeon HD 3850', '用于笔记本电脑', '0.65', 'RV6xx', '2007', '−', '55 W'
'1116', 'Quadro NVS 510M', '用于工作站', '0.65', 'Curie', '2006', '105 USD', '35 W'
'1117', 'GeForce 7900 GS', '桌面', '0.65', 'Curie', '2006', '124 USD', '49 W'
'1118', 'GeForce 410M', '用于笔记本电脑', '0.65', 'Fermi', '2011', '163 USD', '15 W'
'1119', 'Radeon HD 8330', '用于笔记本电脑', '0.65', 'GCN', '2013', '143 USD', '15 W'
'1120', 'NVS 310', '用于工作站', '0.64', 'Fermi 2.0', '2012', '80 USD', '20 W'
'1121', 'Radeon HD 6450M', '用于笔记本电脑', '0.63', 'Terascale 2', '2011', '35 USD', '−'
'1122', 'GeForce 7800 GT', '桌面', '0.63', 'Curie', '2005', '225 USD', '65 W'
'1123', 'Quadro FX 5500', '用于工作站', '0.62', 'Curie', '2006', '150 USD', '96 W'
'1124', 'HD Graphics (Ivy Bridge)', '用于笔记本电脑', '0.62', 'Gen. 7 Ivy Bridge', '2012', '168 USD', '−'
'1125', 'HD Graphics (Braswell)', '用于笔记本电脑', '0.62', 'Gen. 8', '2015', '216 USD', '−'
'1126', 'Radeon HD 8240', '用于笔记本电脑', '0.61', 'GCN', '2013', '280 USD', '15 W'
'1127', 'Quadro FX 4500 X2', '用于工作站', '0.61', 'Curie', '2006', '300 USD', '145 W'
'1128', 'Mobility Radeon HD 5470', '用于笔记本电脑', '0.61', 'Terascale 2', '2010', '94 USD', '13 W'
'1129', 'Radeon HD 8280E', '桌面', '0.61', 'GCN 2.0', '2013', '59 USD', '15 W'
'1130', 'Radeon HD 4550', '桌面', '0.60', 'TeraScale', '2008', '116 USD', '25 W'
'1131', 'Quadro FX 570', '用于工作站', '0.60', 'Tesla', '2007', '173 USD', '38 W'
'1132', 'Radeon E6465', '桌面', '0.59', 'TeraScale 2', '2015', '−', '25 W'
'1133', 'Radeon HD 4650', '桌面', '0.59', 'TeraScale', '2008', '154 USD', '48 W'
'1134', 'Radeon HD 6470M', '用于笔记本电脑', '0.58', 'Terascale 2', '2011', '201 USD', '−'
'1135', 'Quadro FX 4500', '用于工作站', '0.58', 'Curie', '2005', '115 USD', '109 W'
'1136', 'Quadro NVS 290', '用于工作站', '0.58', 'Tesla', '2007', '68 USD', '21 W'
'1137', 'Radeon R5 230', '桌面', '0.57', 'TeraScale 2', '2014', '76 USD', '19 W'
'1138', 'Quadro FX 2500M', '用于移动工作站', '0.56', 'G7x', '2005', '126 USD', '45 W'
'1139', 'Radeon HD 8250', '用于笔记本电脑', '0.56', 'GCN', '2013', '501 USD', '8 W'
'1140', 'Quadro FX 880M', '用于移动工作站', '0.55', 'GT2xx', '2010', '980 USD', '35 W'
'1141', 'GeForce GT 220', '桌面', '0.54', 'GT2xx', '2009', '121 USD', '58 W'
'1142', 'Radeon HD 2600 PRO', '桌面', '0.54', 'TeraScale', '2007', '100 USD', '35 W'
'1143', 'GeForce Go 7600 GT', '用于笔记本电脑', '0.54', 'Curie', '2006', '535 USD', '−'
'1144', 'GeForce 320M', '用于笔记本电脑', '0.54', 'GT2xx', '2010', '408 USD', '23 W'
'1145', 'GeForce Go 7800 GTX', '用于笔记本电脑', '0.54', 'G7x', '2005', '207 USD', '65 W'
'1146', 'GeForce 9700M GT', '用于笔记本电脑', '0.53', 'G9x', '2008', '310 USD', '45 W'
'1147', 'Quadro NVS 320M', '用于移动工作站', '0.53', 'G8x', '2007', '66 USD', '20 W'
'1148', 'GeForce GT 330M', '用于笔记本电脑', '0.53', 'GT2xx', '2010', '448 USD', '23 W'
'1149', 'Radeon HD 4650 AGP', '桌面', '0.53', 'TeraScale', '2008', '249 USD', '48 W'
'1150', 'Radeon HD 6380G', '用于笔记本电脑', '0.53', 'Terascale 2', '2011', '338 USD', '35 W'
'1151', 'NVS 3100M', '用于移动工作站', '0.52', 'GT2xx', '2010', '269 USD', '14 W'
'1152', 'GeForce GT 230M', '用于笔记本电脑', '0.52', 'GT2xx', '2009', '57 USD', '23 W'
'1153', 'GeForce GT 240M', '用于笔记本电脑', '0.52', 'GT2xx', '2009', '129 USD', '23 W'
'1154', 'GeForce 7950 GX2', '桌面', '0.52', 'Curie', '2006', '252 USD', '110 W'
'1155', 'GeForce 7600 GT', '桌面', '0.52', 'Curie', '2006', '123 USD', '40 W'
'1156', 'Radeon HD 4570', '桌面', '0.51', 'TeraScale', '2008', '25 USD', '25 W'
'1157', 'Radeon HD 6450', '桌面', '0.51', 'TeraScale 2', '2011', '166 USD', '18 W'
'1158', 'Quadro FX 1500', '用于工作站', '0.51', 'Curie', '2006', '159 USD', '65 W'
'1159', 'FirePro 2270', '用于工作站', '−', 'TeraScale 2', '2011', '218 USD', '15 W'
'1160', 'Radeon HD 6230', '桌面', '−', 'TeraScale 2', '2011', '−', '19 W'
'1161', 'Radeon HD 6250', '用于笔记本电脑', '−', 'Terascale 2', '2010', '225 USD', '19 W'
'1162', 'Radeon HD 6290', '用于笔记本电脑', '−', 'Terascale 2', '2011', '−', '19 W'
'1163', 'Radeon HD 6310', '用于笔记本电脑', '−', 'Terascale 2', '2010', '461 USD', '18 W'
'1164', 'Radeon HD 6320', '用于笔记本电脑', '−', 'Terascale 2', '2010', '115 USD', '18 W'
'1165', 'Radeon HD 6350', '桌面', '−', 'TeraScale 2', '2011', '19 USD', '19 W'
'1166', 'Radeon HD 6430M', '用于笔记本电脑', '−', 'Terascale 2', '2011', '338 USD', '−'
'1167', 'Radeon HD 7290', '用于笔记本电脑', '−', 'Terascale 2', '2011', '160 USD', '18 W'
'1168', 'Radeon HD 7310', '用于笔记本电脑', '−', 'Terascale 2', '2012', '516 USD', '18 W'
'1169', 'Radeon HD 7340', '用于笔记本电脑', '−', 'Terascale 2', '2012', '199 USD', '18 W'
'1170', 'Radeon HD 8180', '用于笔记本电脑', '−', 'GCN', '2013', '−', '4 W'
'1171', 'Radeon HD 8210', '用于笔记本电脑', '−', 'GCN', '2013', '260 USD', '8 W'
'1172', 'Radeon HD 8210E', '桌面', '−', 'GCN 2.0', '2013', '−', '9 W'
'1173', 'Mobility FireGL V5700', '用于移动工作站', '−', 'RV6xx', '2008', '−', '−'
'1174', 'Mobility Radeon HD 2600 XT', '用于笔记本电脑', '−', 'RV6xx', '2007', '−', '−'
'1175', 'Mobility Radeon HD 3470', '用于笔记本电脑', '−', 'RV6xx', '2007', '149 USD', '12 W'
'1176', 'Mobility Radeon HD 3650', '用于笔记本电脑', '−', 'RV6xx', '2008', '93 USD', '30 W'
'1177', 'Mobility Radeon HD 3670', '用于笔记本电脑', '−', 'RV6xx', '2008', '−', '30 W'
'1178', 'Mobility Radeon HD 4330', '用于笔记本电脑', '−', 'Terascale 1', '2009', '−', '−'
'1179', 'Mobility Radeon HD 4530', '用于笔记本电脑', '−', 'Terascale 1', '2009', '−', '−'
'1180', 'Mobility Radeon HD 4550', '用于笔记本电脑', '−', 'Terascale 1', '2010', '−', '−'
'1181', 'Mobility Radeon HD 4570', '用于笔记本电脑', '−', 'Terascale 1', '2009', '−', '−'
'1182', 'Mobility Radeon HD 5145', '用于笔记本电脑', '−', 'Terascale 1', '2010', '−', '15 W'
'1183', 'Mobility Radeon HD 540v', '用于笔记本电脑', '−', 'Terascale 1', '2010', '56 USD', '15 W'
'1184', 'Mobility Radeon HD 5430', '用于笔记本电脑', '−', 'Terascale 2', '2010', '−', '7 W'
'1185', 'Mobility Radeon HD 545v', '用于笔记本电脑', '−', 'Terascale 1', '2010', '56 USD', '15 W'
'1186', 'Radeon 9500', '桌面', '−', 'Rage 8', '2003', '143 USD', '12 W'
'1187', 'Radeon 9550', '桌面', '−', 'Rage 8', '2003', '131 USD', '−'
'1188', 'Radeon 9600 PRO', '桌面', '−', 'Rage 8', '2003', '184 USD', '18 W'
'1189', 'Radeon 9600 XT', '桌面', '−', 'Rage 9', '2003', '170 USD', '22 W'
'1190', 'Radeon 9700 PRO', '桌面', '−', 'Rage 8', '2002', '80 USD', '−'
'1191', 'Radeon 9800', '桌面', '−', 'Rage 8', '2003', '43 USD', '37 W'
'1192', 'Radeon 9800 PRO', '桌面', '−', 'Rage 8', '2003', '54 USD', '47 W'
'1193', 'Radeon 9800 SE', '桌面', '−', 'Rage 8', '2003', '18 USD', '−'
'1194', 'Radeon 9800 XT', '桌面', '−', 'Rage 9', '2003', '−', '60 W'
'1195', 'Radeon E2400', '桌面', '−', 'TeraScale', '2007', '−', '25 W'
'1196', 'Radeon HD 2400', '桌面', '−', 'TeraScale', '2008', '44 USD', '20 W'
'1197', 'Radeon HD 2400 PRO', '桌面', '−', 'TeraScale', '2007', '57 USD', '20 W'
'1198', 'Radeon HD 2400 XT', '桌面', '−', 'TeraScale', '2007', '47 USD', '25 W'
'1199', 'Radeon HD 2600 PRO AGP', '桌面', '−', 'TeraScale', '2007', '−', '35 W'
'1200', 'Radeon HD 3200', '用于笔记本电脑', '−', 'RV6xx', '2008', '260 USD', '−'
'1201', 'Radeon HD 3450', '桌面', '−', 'TeraScale', '2007', '56 USD', '25 W'
'1202', 'Radeon HD 3470', '桌面', '−', 'TeraScale', '2008', '92 USD', '30 W'
'1203', 'Radeon HD 3650 AGP', '桌面', '−', 'TeraScale', '2008', '120 USD', '65 W'
'1204', 'Radeon HD 4200', '用于笔记本电脑', '−', 'RV6xx', '2009', '139 USD', '−'
'1205', 'Radeon HD 4250', '用于笔记本电脑', '−', 'RV6xx', '2010', '199 USD', '25 W'
'1206', 'Radeon HD 4270', '用于笔记本电脑', '−', 'RV6xx', '2010', '−', '−'
'1207', 'Radeon HD 4350', '桌面', '−', 'Terascale 1', '2008', '81 USD', '20 W'
'1208', 'Radeon HD 5450', '桌面', '−', 'TeraScale 2', '2010', '205 USD', '19 W'
'1209', 'Radeon IGP 350M', '桌面', '−', 'Rage 6', '2002', '128 USD', '−'
'1210', 'Radeon X1050', '桌面', '−', 'Rage 9', '2006', '25 USD', '24 W'
'1211', 'Radeon X1300', '桌面', '−', 'R500', '2005', '67 USD', '−'
'1212', 'Radeon X1300 PRO', '桌面', '−', 'R500', '2005', '64 USD', '31 W'
'1213', 'Radeon X1550', '桌面', '−', 'Ultra-Threaded SE', '2007', '129 USD', '27 W'
'1214', 'Radeon X1600', '桌面', '−', 'Ultra-Threaded SE', '2007', '104 USD', '27 W'
'1215', 'Radeon X1600 PRO', '桌面', '−', 'R500', '2007', '124 USD', '41 W'
'1216', 'Radeon X1600 XT', '桌面', '−', 'R500', '2007', '76 USD', '42 W'
'1217', 'Radeon X1650 GTO', '桌面', '−', 'R500', '2007', '−', '−'
'1218', 'Radeon X1650 PRO', '桌面', '−', 'Ultra-Threaded SE', '2007', '166 USD', '44 W'
'1219', 'Radeon X1650 SE', '桌面', '−', 'Ultra-Threaded SE', '2007', '−', '27 W'
'1220', 'Radeon X1800 GTO', '桌面', '−', 'R500', '2006', '220 USD', '48 W'
'1221', 'Radeon X1900 CrossFire Edition', '桌面', '−', 'R500', '2006', '−', '100 W'
'1222', 'Radeon X1900 GT', '桌面', '−', 'R500', '2006', '44 USD', '75 W'
'1223', 'Radeon X1950 CrossFire Edition', '桌面', '−', 'R500', '2006', '−', '−'
'1224', 'Radeon X1950 GT', '桌面', '−', 'R500', '2007', '−', '57 W'
'1225', 'Radeon X1950 PRO', '桌面', '−', 'R500', '2006', '147 USD', '66 W'
'1226', 'Radeon X550', '桌面', '−', 'Rage 9', '2005', '109 USD', '−'
'1227', 'Radeon X600 PRO', '桌面', '−', 'Rage 9', '2004', '50 USD', '36 W'
'1228', 'Radeon X600 SE', '桌面', '−', 'Rage 9', '2004', '39 USD', '36 W'
'1229', 'Radeon X700', '桌面', '−', 'R400', '2004', '314 USD', '44 W'
'1230', 'Radeon X700 PRO', '桌面', '−', 'R400', '2004', '682 USD', '33 W'
'1231', 'Radeon X700 SE', '桌面', '−', 'R400', '2005', '−', '−'
'1232', 'Radeon X800 GT', '桌面', '−', 'R400', '2005', '−', '40 W'
'1233', 'Radeon X800 GTO', '桌面', '−', 'R400', '2007', '246 USD', '49 W'
'1234', 'Radeon X800 PRO', '桌面', '−', 'R400', '2004', '307 USD', '48 W'
'1235', 'Radeon X800 SE', '桌面', '−', 'R400', '2004', '130 USD', '−'
'1236', 'Radeon X800 XL', '桌面', '−', 'R400', '2004', '259 USD', '49 W'
'1237', 'Radeon X800 XT', '桌面', '−', 'R400', '2004', '95 USD', '54 W'
'1238', 'Radeon X850 PRO', '桌面', '−', 'R400', '2004', '180 USD', '−'
'1239', 'Radeon X850 XT', '桌面', '−', 'R400', '2004', '70 USD', '69 W'
'1240', 'Radeon Xpress 1100', '用于笔记本电脑', '−', 'Rage 8', '2006', '−', '−'
'1241', 'Radeon Xpress 1150', '用于笔记本电脑', '−', 'Rage 9', '2006', '−', '−'
'1242', 'Radeon Xpress 1250', '用于笔记本电脑', '−', 'R400', '2006', '−', '−'
'1243', 'Radeon Xpress 200M', '用于笔记本电脑', '−', '2005', '−', '−', '_'
'1244', 'HD Graphics', '桌面', '−', 'Generation 7.0', '2012', '286 USD', '35 W'
'1245', 'HD Graphics (Sandy Bridge)', '用于笔记本电脑', '−', 'Gen. 6 Sandy Bridge', '2011', '760 USD', '−'
'1246', 'HD Graphics 2000', '用于笔记本电脑', '−', 'Gen. 6 Sandy Bridge', '2011', '318 USD', '−'
'1247', 'HD Graphics 400 (Braswell)', '用于笔记本电脑', '−', 'Gen. 8', '2016', '−', '−'
'1248', 'Matrox M9125 PCIe x16', '桌面', '−', 'PX', '−', '20 USD', '−'
'1249', 'GeForce 210', '桌面', '−', 'Tesla 2.0', '2009', '96 USD', '31 W'
'1250', 'GeForce 305M', '用于笔记本电脑', '−', 'GT2xx', '2010', '163 USD', '14 W'
'1251', 'GeForce 310M', '用于笔记本电脑', '−', 'GT2xx', '2010', '163 USD', '14 W'
'1252', 'GeForce 315M', '用于笔记本电脑', '−', 'GT2xx', '2010', '163 USD', '14 W'
